image_ID_index,train_or_test,classifier_class,classification_autoencoder,image_relative_filepath
177,test,1,1,../video/frames/test/play/Simona Halep vs Serena Williams ｜ Wimbledon 2019 Final (Full Match) [fduc5bZx3ss]_frame_0751.jpg
178,test,1,1,../video/frames/test/play/Simona Halep vs Serena Williams ｜ Wimbledon 2019 Final (Full Match) [fduc5bZx3ss]_frame_0862.jpg
179,test,1,1,../video/frames/test/play/Steffi Graf vs Venus Williams ｜ 1999 Wimbledon Quarter-final Replayed [maGQ4ON4Qv8]_frame_0005.jpg
180,test,1,0,../video/frames/test/play/Steffi Graf vs Venus Williams ｜ 1999 Wimbledon Quarter-final Replayed [maGQ4ON4Qv8]_frame_2790.jpg
181,test,0,0,../video/frames/test/waiting/A FINAL FOR THE AGES ｜ Carlos Alcaraz vs Novak Djokovic Full Match ｜ Wimbledon 2023 [5uFAkizQNJI]_frame_10449.jpg
182,test,0,0,../video/frames/test/waiting/A FINAL FOR THE AGES ｜ Carlos Alcaraz vs Novak Djokovic Full Match ｜ Wimbledon 2023 [5uFAkizQNJI]_frame_5806.jpg
183,test,0,0,../video/frames/test/waiting/A FINAL FOR THE AGES ｜ Carlos Alcaraz vs Novak Djokovic Full Match ｜ Wimbledon 2023 [5uFAkizQNJI]_frame_5807.jpg
184,test,0,0,../video/frames/test/waiting/A FINAL FOR THE AGES ｜ Carlos Alcaraz vs Novak Djokovic Full Match ｜ Wimbledon 2023 [5uFAkizQNJI]_frame_5808.jpg
185,test,0,0,../video/frames/test/waiting/A FINAL FOR THE AGES ｜ Carlos Alcaraz vs Novak Djokovic Full Match ｜ Wimbledon 2023 [5uFAkizQNJI]_frame_5809.jpg
186,test,0,0,../video/frames/test/waiting/A FINAL FOR THE AGES ｜ Carlos Alcaraz vs Novak Djokovic Full Match ｜ Wimbledon 2023 [5uFAkizQNJI]_frame_6017.jpg
187,test,0,0,../video/frames/test/waiting/Bjorn Borg vs John McEnroe ｜ Wimbledon 1980 Final ｜ Full Match [hBu0w1-y7mQ]_frame_13642.jpg
188,test,0,0,../video/frames/test/waiting/Bjorn Borg vs John McEnroe ｜ Wimbledon 1980 Final ｜ Full Match [hBu0w1-y7mQ]_frame_14279.jpg
189,test,0,0,../video/frames/test/waiting/Bjorn Borg vs John McEnroe ｜ Wimbledon 1980 Final ｜ Full Match [hBu0w1-y7mQ]_frame_7195.jpg
190,test,0,0,../video/frames/test/waiting/Carlos Alcaraz vs. Casper Ruud Full Match ｜ 2022 US Open Final [HCIhFyeQxu0]_frame_10767.jpg
191,test,0,0,../video/frames/test/waiting/Carlos Alcaraz vs. Casper Ruud Full Match ｜ 2022 US Open Final [HCIhFyeQxu0]_frame_6337.jpg
192,test,0,0,../video/frames/test/waiting/Carlos Alcaraz vs. Casper Ruud Full Match ｜ 2022 US Open Final [HCIhFyeQxu0]_frame_8370.jpg
193,test,0,0,../video/frames/test/waiting/Emma Raducanu vs Leylah Fernandez Full Match ｜ 2021 US Open Final [F99Kz2eptqM]_frame_0185.jpg
194,test,0,1,../video/frames/test/waiting/Emma Raducanu vs Leylah Fernandez Full Match ｜ 2021 US Open Final [F99Kz2eptqM]_frame_0186.jpg
195,test,0,1,../video/frames/test/waiting/Emma Raducanu vs Leylah Fernandez Full Match ｜ 2021 US Open Final [F99Kz2eptqM]_frame_0187.jpg
196,test,0,1,../video/frames/test/waiting/Emma Raducanu vs Leylah Fernandez Full Match ｜ 2021 US Open Final [F99Kz2eptqM]_frame_0188.jpg
197,test,0,0,../video/frames/test/waiting/Emma Raducanu vs Leylah Fernandez Full Match ｜ 2021 US Open Final [F99Kz2eptqM]_frame_0189.jpg
198,test,0,0,../video/frames/test/waiting/Emma Raducanu vs Leylah Fernandez Full Match ｜ 2021 US Open Final [F99Kz2eptqM]_frame_0190.jpg
199,test,0,0,../video/frames/test/waiting/Emma Raducanu vs Leylah Fernandez Full Match ｜ 2021 US Open Final [F99Kz2eptqM]_frame_0191.jpg
200,test,0,0,../video/frames/test/waiting/Emma Raducanu vs Leylah Fernandez Full Match ｜ 2021 US Open Final [F99Kz2eptqM]_frame_0192.jpg
201,test,0,0,../video/frames/test/waiting/Emma Raducanu vs Leylah Fernandez Full Match ｜ 2021 US Open Final [F99Kz2eptqM]_frame_0193.jpg
202,test,0,1,../video/frames/test/waiting/Emma Raducanu vs Leylah Fernandez Full Match ｜ 2021 US Open Final [F99Kz2eptqM]_frame_0194.jpg
203,test,0,1,../video/frames/test/waiting/Emma Raducanu vs Leylah Fernandez Full Match ｜ 2021 US Open Final [F99Kz2eptqM]_frame_0195.jpg
204,test,0,1,../video/frames/test/waiting/Emma Raducanu vs Leylah Fernandez Full Match ｜ 2021 US Open Final [F99Kz2eptqM]_frame_0196.jpg
205,test,0,1,../video/frames/test/waiting/Emma Raducanu vs Leylah Fernandez Full Match ｜ 2021 US Open Final [F99Kz2eptqM]_frame_0197.jpg
206,test,0,1,../video/frames/test/waiting/Emma Raducanu vs Leylah Fernandez Full Match ｜ 2021 US Open Final [F99Kz2eptqM]_frame_0198.jpg
207,test,0,0,../video/frames/test/waiting/Emma Raducanu vs Leylah Fernandez Full Match ｜ 2021 US Open Final [F99Kz2eptqM]_frame_0199.jpg
208,test,0,0,../video/frames/test/waiting/Emma Raducanu vs Leylah Fernandez Full Match ｜ 2021 US Open Final [F99Kz2eptqM]_frame_0200.jpg
209,test,0,1,../video/frames/test/waiting/Emma Raducanu vs Leylah Fernandez Full Match ｜ 2021 US Open Final [F99Kz2eptqM]_frame_0201.jpg
210,test,0,1,../video/frames/test/waiting/Emma Raducanu vs Leylah Fernandez Full Match ｜ 2021 US Open Final [F99Kz2eptqM]_frame_0202.jpg
211,test,0,1,../video/frames/test/waiting/Emma Raducanu vs Leylah Fernandez Full Match ｜ 2021 US Open Final [F99Kz2eptqM]_frame_0203.jpg
212,test,0,0,../video/frames/test/waiting/Emma Raducanu vs Leylah Fernandez Full Match ｜ 2021 US Open Final [F99Kz2eptqM]_frame_0204.jpg
213,test,0,1,../video/frames/test/waiting/Emma Raducanu vs Leylah Fernandez Full Match ｜ 2021 US Open Final [F99Kz2eptqM]_frame_0205.jpg
214,test,0,0,../video/frames/test/waiting/Emma Raducanu vs Leylah Fernandez Full Match ｜ 2021 US Open Final [F99Kz2eptqM]_frame_0206.jpg
215,test,0,0,../video/frames/test/waiting/Emma Raducanu vs Leylah Fernandez Full Match ｜ 2021 US Open Final [F99Kz2eptqM]_frame_0207.jpg
216,test,0,0,../video/frames/test/waiting/Emma Raducanu vs Leylah Fernandez Full Match ｜ 2021 US Open Final [F99Kz2eptqM]_frame_0208.jpg
217,test,0,0,../video/frames/test/waiting/Emma Raducanu vs Leylah Fernandez Full Match ｜ 2021 US Open Final [F99Kz2eptqM]_frame_0209.jpg
218,test,0,0,../video/frames/test/waiting/Emma Raducanu vs Leylah Fernandez Full Match ｜ 2021 US Open Final [F99Kz2eptqM]_frame_0210.jpg
219,test,0,0,../video/frames/test/waiting/Emma Raducanu vs Leylah Fernandez Full Match ｜ 2021 US Open Final [F99Kz2eptqM]_frame_0211.jpg
220,test,0,0,../video/frames/test/waiting/Emma Raducanu vs Leylah Fernandez Full Match ｜ 2021 US Open Final [F99Kz2eptqM]_frame_0212.jpg
221,test,0,0,../video/frames/test/waiting/Emma Raducanu vs Leylah Fernandez Full Match ｜ 2021 US Open Final [F99Kz2eptqM]_frame_0213.jpg
222,test,0,0,../video/frames/test/waiting/Emma Raducanu vs Leylah Fernandez Full Match ｜ 2021 US Open Final [F99Kz2eptqM]_frame_0214.jpg
223,test,0,0,../video/frames/test/waiting/Emma Raducanu vs Leylah Fernandez Full Match ｜ 2021 US Open Final [F99Kz2eptqM]_frame_0215.jpg
224,test,0,0,../video/frames/test/waiting/Emma Raducanu vs Leylah Fernandez Full Match ｜ 2021 US Open Final [F99Kz2eptqM]_frame_0216.jpg
225,test,0,0,../video/frames/test/waiting/Emma Raducanu vs Leylah Fernandez Full Match ｜ 2021 US Open Final [F99Kz2eptqM]_frame_0217.jpg
226,test,0,0,../video/frames/test/waiting/Emma Raducanu vs Leylah Fernandez Full Match ｜ 2021 US Open Final [F99Kz2eptqM]_frame_0218.jpg
227,test,0,0,../video/frames/test/waiting/Emma Raducanu vs Leylah Fernandez Full Match ｜ 2021 US Open Final [F99Kz2eptqM]_frame_0219.jpg
228,test,0,0,../video/frames/test/waiting/Emma Raducanu vs Leylah Fernandez Full Match ｜ 2021 US Open Final [F99Kz2eptqM]_frame_0220.jpg
229,test,0,0,../video/frames/test/waiting/Emma Raducanu vs Leylah Fernandez Full Match ｜ 2021 US Open Final [F99Kz2eptqM]_frame_0221.jpg
230,test,0,0,../video/frames/test/waiting/Emma Raducanu vs Leylah Fernandez Full Match ｜ 2021 US Open Final [F99Kz2eptqM]_frame_0222.jpg
231,test,0,0,../video/frames/test/waiting/Emma Raducanu vs Leylah Fernandez Full Match ｜ 2021 US Open Final [F99Kz2eptqM]_frame_0223.jpg
232,test,0,0,../video/frames/test/waiting/Emma Raducanu vs Leylah Fernandez Full Match ｜ 2021 US Open Final [F99Kz2eptqM]_frame_0224.jpg
233,test,0,0,../video/frames/test/waiting/Emma Raducanu vs Leylah Fernandez Full Match ｜ 2021 US Open Final [F99Kz2eptqM]_frame_3829.jpg
234,test,0,0,../video/frames/test/waiting/Emma Raducanu vs Leylah Fernandez Full Match ｜ 2021 US Open Final [F99Kz2eptqM]_frame_4855.jpg
235,test,0,0,../video/frames/test/waiting/Emma Raducanu vs Leylah Fernandez Full Match ｜ 2021 US Open Final [F99Kz2eptqM]_frame_4895.jpg
236,test,0,0,../video/frames/test/waiting/Juan Martin del Potro vs Rafael Nadal ｜ Wimbledon 2018 ｜ Full Match [S5LVbZUgM48]_frame_0188.jpg
237,test,0,0,../video/frames/test/waiting/Juan Martin del Potro vs Rafael Nadal ｜ Wimbledon 2018 ｜ Full Match [S5LVbZUgM48]_frame_0358.jpg
238,test,0,0,../video/frames/test/waiting/Novak Djokovic vs Daniil Medvedev Full Match ｜ Australian Open 2021 Final [MG-RjlqyaJI]_frame_0003.jpg
239,test,0,0,../video/frames/test/waiting/Novak Djokovic vs Daniil Medvedev Full Match ｜ Australian Open 2021 Final [MG-RjlqyaJI]_frame_5741.jpg
240,test,0,0,../video/frames/test/waiting/Novak Djokovic vs Daniil Medvedev Full Match ｜ Australian Open 2021 Final [MG-RjlqyaJI]_frame_5934.jpg
241,test,0,0,../video/frames/test/waiting/Novak Djokovic vs Rafael Nadal in the longest final in Grand Slam history! ｜ Australian Open 2012 [s43wZcHOikc]_frame_0004.jpg
242,test,0,0,../video/frames/test/waiting/Novak Djokovic vs Rafael Nadal in the longest final in Grand Slam history! ｜ Australian Open 2012 [s43wZcHOikc]_frame_0126.jpg
243,test,0,0,../video/frames/test/waiting/Novak Djokovic vs Rafael Nadal in the longest final in Grand Slam history! ｜ Australian Open 2012 [s43wZcHOikc]_frame_0130.jpg
244,test,0,0,../video/frames/test/waiting/Novak Djokovic vs Rafael Nadal in the longest final in Grand Slam history! ｜ Australian Open 2012 [s43wZcHOikc]_frame_0181.jpg
245,test,0,0,../video/frames/test/waiting/Novak Djokovic vs Rafael Nadal in the longest final in Grand Slam history! ｜ Australian Open 2012 [s43wZcHOikc]_frame_0191.jpg
246,test,0,0,../video/frames/test/waiting/Novak Djokovic vs Rafael Nadal in the longest final in Grand Slam history! ｜ Australian Open 2012 [s43wZcHOikc]_frame_0213.jpg
247,test,0,0,../video/frames/test/waiting/Novak Djokovic vs Rafael Nadal in the longest final in Grand Slam history! ｜ Australian Open 2012 [s43wZcHOikc]_frame_10822.jpg
248,test,0,0,../video/frames/test/waiting/Novak Djokovic vs Rafael Nadal in the longest final in Grand Slam history! ｜ Australian Open 2012 [s43wZcHOikc]_frame_10823.jpg
249,test,0,0,../video/frames/test/waiting/Novak Djokovic vs Rafael Nadal in the longest final in Grand Slam history! ｜ Australian Open 2012 [s43wZcHOikc]_frame_10824.jpg
250,test,0,0,../video/frames/test/waiting/Novak Djokovic vs Rafael Nadal in the longest final in Grand Slam history! ｜ Australian Open 2012 [s43wZcHOikc]_frame_10825.jpg
251,test,0,0,../video/frames/test/waiting/Novak Djokovic vs Rafael Nadal in the longest final in Grand Slam history! ｜ Australian Open 2012 [s43wZcHOikc]_frame_10826.jpg
252,test,0,0,../video/frames/test/waiting/Novak Djokovic vs Rafael Nadal in the longest final in Grand Slam history! ｜ Australian Open 2012 [s43wZcHOikc]_frame_10827.jpg
253,test,0,0,../video/frames/test/waiting/Novak Djokovic vs Rafael Nadal in the longest final in Grand Slam history! ｜ Australian Open 2012 [s43wZcHOikc]_frame_10828.jpg
254,test,0,0,../video/frames/test/waiting/Novak Djokovic vs Rafael Nadal in the longest final in Grand Slam history! ｜ Australian Open 2012 [s43wZcHOikc]_frame_10829.jpg
255,test,0,0,../video/frames/test/waiting/Novak Djokovic vs Rafael Nadal in the longest final in Grand Slam history! ｜ Australian Open 2012 [s43wZcHOikc]_frame_10830.jpg
256,test,0,0,../video/frames/test/waiting/Novak Djokovic vs Rafael Nadal in the longest final in Grand Slam history! ｜ Australian Open 2012 [s43wZcHOikc]_frame_10831.jpg
257,test,0,0,../video/frames/test/waiting/Novak Djokovic vs Rafael Nadal in the longest final in Grand Slam history! ｜ Australian Open 2012 [s43wZcHOikc]_frame_10832.jpg
258,test,0,0,../video/frames/test/waiting/Novak Djokovic vs Rafael Nadal in the longest final in Grand Slam history! ｜ Australian Open 2012 [s43wZcHOikc]_frame_10833.jpg
259,test,0,0,../video/frames/test/waiting/Novak Djokovic vs Rafael Nadal in the longest final in Grand Slam history! ｜ Australian Open 2012 [s43wZcHOikc]_frame_10834.jpg
260,test,0,0,../video/frames/test/waiting/Novak Djokovic vs Rafael Nadal in the longest final in Grand Slam history! ｜ Australian Open 2012 [s43wZcHOikc]_frame_10835.jpg
261,test,0,0,../video/frames/test/waiting/Novak Djokovic vs Rafael Nadal in the longest final in Grand Slam history! ｜ Australian Open 2012 [s43wZcHOikc]_frame_10836.jpg
262,test,0,0,../video/frames/test/waiting/Novak Djokovic vs Rafael Nadal in the longest final in Grand Slam history! ｜ Australian Open 2012 [s43wZcHOikc]_frame_11150.jpg
263,test,0,0,../video/frames/test/waiting/Novak Djokovic vs Rafael Nadal in the longest final in Grand Slam history! ｜ Australian Open 2012 [s43wZcHOikc]_frame_11151.jpg
264,test,0,0,../video/frames/test/waiting/Novak Djokovic vs Rafael Nadal in the longest final in Grand Slam history! ｜ Australian Open 2012 [s43wZcHOikc]_frame_11152.jpg
265,test,0,0,../video/frames/test/waiting/Novak Djokovic vs Rafael Nadal in the longest final in Grand Slam history! ｜ Australian Open 2012 [s43wZcHOikc]_frame_11153.jpg
266,test,0,0,../video/frames/test/waiting/Novak Djokovic vs Rafael Nadal in the longest final in Grand Slam history! ｜ Australian Open 2012 [s43wZcHOikc]_frame_11154.jpg
267,test,0,0,../video/frames/test/waiting/Novak Djokovic vs Rafael Nadal in the longest final in Grand Slam history! ｜ Australian Open 2012 [s43wZcHOikc]_frame_18666.jpg
268,test,0,0,../video/frames/test/waiting/Novak Djokovic vs Rafael Nadal in the longest final in Grand Slam history! ｜ Australian Open 2012 [s43wZcHOikc]_frame_18773.jpg
269,test,0,0,../video/frames/test/waiting/Novak Djokovic vs Rafael Nadal in the longest final in Grand Slam history! ｜ Australian Open 2012 [s43wZcHOikc]_frame_19516.jpg
270,test,0,0,../video/frames/test/waiting/Novak Djokovic vs Rafael Nadal in the longest final in Grand Slam history! ｜ Australian Open 2012 [s43wZcHOikc]_frame_22034.jpg
271,test,0,0,../video/frames/test/waiting/Novak Djokovic vs Rafael Nadal in the longest final in Grand Slam history! ｜ Australian Open 2012 [s43wZcHOikc]_frame_22104.jpg
272,test,0,0,../video/frames/test/waiting/Novak Djokovic vs Roger Federer Full Match ｜ Australian Open 2016 Semi Final [uEDXMRYe0zo]_frame_3669.jpg
273,test,0,1,../video/frames/test/waiting/Novak Djokovic vs Roger Federer Full Match ｜ Australian Open 2016 Semi Final [uEDXMRYe0zo]_frame_5577.jpg
274,test,0,1,../video/frames/test/waiting/Novak Djokovic vs Roger Federer Full Match ｜ Australian Open 2016 Semi Final [uEDXMRYe0zo]_frame_5578.jpg
275,test,0,1,../video/frames/test/waiting/Novak Djokovic vs Roger Federer Full Match ｜ Australian Open 2016 Semi Final [uEDXMRYe0zo]_frame_5579.jpg
276,test,0,0,../video/frames/test/waiting/Novak Djokovic vs Roger Federer Full Match ｜ Australian Open 2016 Semi Final [uEDXMRYe0zo]_frame_5580.jpg
277,test,0,0,../video/frames/test/waiting/Novak Djokovic vs Roger Federer Full Match ｜ Australian Open 2016 Semi Final [uEDXMRYe0zo]_frame_5581.jpg
278,test,0,0,../video/frames/test/waiting/Novak Djokovic vs Roger Federer Full Match ｜ Australian Open 2016 Semi Final [uEDXMRYe0zo]_frame_5582.jpg
279,test,0,0,../video/frames/test/waiting/Novak Djokovic vs Roger Federer Full Match ｜ Australian Open 2016 Semi Final [uEDXMRYe0zo]_frame_5583.jpg
280,test,0,0,../video/frames/test/waiting/Novak Djokovic vs Roger Federer Full Match ｜ Australian Open 2016 Semi Final [uEDXMRYe0zo]_frame_5584.jpg
281,test,0,0,../video/frames/test/waiting/Novak Djokovic vs Roger Federer Full Match ｜ Australian Open 2016 Semi Final [uEDXMRYe0zo]_frame_5585.jpg
282,test,0,0,../video/frames/test/waiting/Novak Djokovic vs Roger Federer Full Match ｜ Australian Open 2016 Semi Final [uEDXMRYe0zo]_frame_5586.jpg
283,test,0,0,../video/frames/test/waiting/Novak Djokovic vs Roger Federer Full Match ｜ Australian Open 2016 Semi Final [uEDXMRYe0zo]_frame_5587.jpg
284,test,0,0,../video/frames/test/waiting/Novak Djokovic vs Roger Federer Full Match ｜ Australian Open 2016 Semi Final [uEDXMRYe0zo]_frame_5588.jpg
285,test,0,0,../video/frames/test/waiting/Novak Djokovic vs Roger Federer Full Match ｜ Australian Open 2016 Semi Final [uEDXMRYe0zo]_frame_5589.jpg
286,test,0,0,../video/frames/test/waiting/Novak Djokovic vs Roger Federer Full Match ｜ Australian Open 2016 Semi Final [uEDXMRYe0zo]_frame_5590.jpg
287,test,0,0,../video/frames/test/waiting/Novak Djokovic vs Roger Federer Full Match ｜ Australian Open 2016 Semi Final [uEDXMRYe0zo]_frame_5591.jpg
288,test,0,1,../video/frames/test/waiting/Novak Djokovic vs Roger Federer Full Match ｜ Australian Open 2016 Semi Final [uEDXMRYe0zo]_frame_6271.jpg
289,test,0,0,../video/frames/test/waiting/Roger Federer v Rafael Nadal Full Match ｜ Australian Open 2017 Final [KTCDxjJvs2U]_frame_0014.jpg
290,test,0,0,../video/frames/test/waiting/Roger Federer v Rafael Nadal Full Match ｜ Australian Open 2017 Final [KTCDxjJvs2U]_frame_1646.jpg
291,test,0,0,../video/frames/test/waiting/Roger Federer vs Rafael Nadal ｜ Wimbledon 2019 ｜ Full Match [wZnCcqm_g-E]_frame_0198.jpg
292,test,0,0,../video/frames/test/waiting/Roger Federer vs Rafael Nadal ｜ Wimbledon 2019 ｜ Full Match [wZnCcqm_g-E]_frame_0203.jpg
293,test,0,1,../video/frames/test/waiting/Roger Federer vs Rafael Nadal ｜ Wimbledon 2019 ｜ Full Match [wZnCcqm_g-E]_frame_0406.jpg
294,test,0,1,../video/frames/test/waiting/Roger Federer vs Rafael Nadal ｜ Wimbledon 2019 ｜ Full Match [wZnCcqm_g-E]_frame_0407.jpg
295,test,0,0,../video/frames/test/waiting/Serena Williams v Venus Williams Full Match ｜ Australian Open 2017 Final [tKIFQI9cH2c]_frame_0012.jpg
296,test,0,0,../video/frames/test/waiting/Serena Williams v Venus Williams Full Match ｜ Australian Open 2017 Final [tKIFQI9cH2c]_frame_0021.jpg
297,test,0,0,../video/frames/test/waiting/Serena Williams v Venus Williams Full Match ｜ Australian Open 2017 Final [tKIFQI9cH2c]_frame_2819.jpg
298,test,0,0,../video/frames/test/waiting/Serena Williams v Venus Williams Full Match ｜ Australian Open 2017 Final [tKIFQI9cH2c]_frame_3057.jpg
299,test,0,0,../video/frames/test/waiting/Serena Williams vs Angelique Kerber Full Match ｜ Australian Open 2016 Final [autIdKmAQqU]_frame_0007.jpg
300,test,0,0,../video/frames/test/waiting/Serena Williams vs Angelique Kerber Full Match ｜ Australian Open 2016 Final [autIdKmAQqU]_frame_0135.jpg
301,test,0,1,../video/frames/test/waiting/Serena Williams vs Angelique Kerber Full Match ｜ Australian Open 2016 Final [autIdKmAQqU]_frame_0205.jpg
302,test,0,0,../video/frames/test/waiting/Serena Williams vs Angelique Kerber Full Match ｜ Australian Open 2016 Final [autIdKmAQqU]_frame_7221.jpg
303,test,0,0,../video/frames/test/waiting/Serena Williams vs Angelique Kerber Full Match ｜ Australian Open 2016 Final [autIdKmAQqU]_frame_7222.jpg
304,test,0,0,../video/frames/test/waiting/Serena Williams vs Angelique Kerber Full Match ｜ Australian Open 2016 Final [autIdKmAQqU]_frame_7223.jpg
305,test,0,0,../video/frames/test/waiting/Serena Williams vs Angelique Kerber Full Match ｜ Australian Open 2016 Final [autIdKmAQqU]_frame_7224.jpg
306,test,0,0,../video/frames/test/waiting/Serena Williams vs Angelique Kerber Full Match ｜ Australian Open 2016 Final [autIdKmAQqU]_frame_7225.jpg
307,test,0,0,../video/frames/test/waiting/Serena Williams vs Angelique Kerber Full Match ｜ Australian Open 2016 Final [autIdKmAQqU]_frame_7226.jpg
308,test,0,0,../video/frames/test/waiting/Serena Williams vs Angelique Kerber Full Match ｜ Australian Open 2016 Final [autIdKmAQqU]_frame_7227.jpg
309,test,0,0,../video/frames/test/waiting/Serena Williams vs Angelique Kerber Full Match ｜ Australian Open 2016 Final [autIdKmAQqU]_frame_7228.jpg
310,test,0,0,../video/frames/test/waiting/Serena Williams vs Angelique Kerber Full Match ｜ Australian Open 2016 Final [autIdKmAQqU]_frame_7229.jpg
311,test,0,0,../video/frames/test/waiting/Serena Williams vs Angelique Kerber Full Match ｜ Australian Open 2016 Final [autIdKmAQqU]_frame_7230.jpg
312,test,0,1,../video/frames/test/waiting/Serena Williams vs Angelique Kerber Full Match ｜ Australian Open 2016 Final [autIdKmAQqU]_frame_7231.jpg
313,test,0,0,../video/frames/test/waiting/Serena Williams vs Angelique Kerber Full Match ｜ Australian Open 2016 Final [autIdKmAQqU]_frame_7232.jpg
314,test,0,0,../video/frames/test/waiting/Serena Williams vs Angelique Kerber Full Match ｜ Australian Open 2016 Final [autIdKmAQqU]_frame_7233.jpg
315,test,0,0,../video/frames/test/waiting/Serena Williams vs Angelique Kerber Full Match ｜ Australian Open 2016 Final [autIdKmAQqU]_frame_7234.jpg
316,test,0,0,../video/frames/test/waiting/Serena Williams vs Angelique Kerber Full Match ｜ Australian Open 2016 Final [autIdKmAQqU]_frame_7235.jpg
317,test,0,0,../video/frames/test/waiting/Serena Williams vs Angelique Kerber Full Match ｜ Australian Open 2016 Final [autIdKmAQqU]_frame_7236.jpg
318,test,0,0,../video/frames/test/waiting/Serena Williams vs Angelique Kerber Full Match ｜ Australian Open 2016 Final [autIdKmAQqU]_frame_7237.jpg
319,test,0,0,../video/frames/test/waiting/Serena Williams vs Angelique Kerber Full Match ｜ Australian Open 2016 Final [autIdKmAQqU]_frame_7238.jpg
320,test,0,0,../video/frames/test/waiting/Serena Williams vs Angelique Kerber Full Match ｜ Australian Open 2016 Final [autIdKmAQqU]_frame_7239.jpg
321,test,0,0,../video/frames/test/waiting/Serena Williams vs Angelique Kerber Full Match ｜ Australian Open 2016 Final [autIdKmAQqU]_frame_7240.jpg
322,test,0,0,../video/frames/test/waiting/Serena Williams vs Angelique Kerber Full Match ｜ Australian Open 2016 Final [autIdKmAQqU]_frame_7241.jpg
323,test,0,0,../video/frames/test/waiting/Serena Williams vs Angelique Kerber Full Match ｜ Australian Open 2016 Final [autIdKmAQqU]_frame_7242.jpg
324,test,0,0,../video/frames/test/waiting/Serena Williams vs Angelique Kerber Full Match ｜ Australian Open 2016 Final [autIdKmAQqU]_frame_7243.jpg
325,test,0,0,../video/frames/test/waiting/Serena Williams vs Angelique Kerber Full Match ｜ Australian Open 2016 Final [autIdKmAQqU]_frame_7244.jpg
326,test,0,0,../video/frames/test/waiting/Serena Williams vs Angelique Kerber Full Match ｜ Australian Open 2016 Final [autIdKmAQqU]_frame_7245.jpg
327,test,0,0,../video/frames/test/waiting/Serena Williams vs Angelique Kerber Full Match ｜ Australian Open 2016 Final [autIdKmAQqU]_frame_7246.jpg
328,test,0,0,../video/frames/test/waiting/Serena Williams vs Angelique Kerber Full Match ｜ Australian Open 2016 Final [autIdKmAQqU]_frame_7247.jpg
329,test,0,0,../video/frames/test/waiting/Serena Williams vs Angelique Kerber Full Match ｜ Australian Open 2016 Final [autIdKmAQqU]_frame_7248.jpg
330,test,0,0,../video/frames/test/waiting/Serena Williams vs Angelique Kerber Full Match ｜ Australian Open 2016 Final [autIdKmAQqU]_frame_7249.jpg
331,test,0,0,../video/frames/test/waiting/Serena Williams vs Angelique Kerber Full Match ｜ Australian Open 2016 Final [autIdKmAQqU]_frame_7250.jpg
332,test,0,0,../video/frames/test/waiting/Serena Williams vs Angelique Kerber Full Match ｜ Australian Open 2016 Final [autIdKmAQqU]_frame_7251.jpg
333,test,0,0,../video/frames/test/waiting/Serena Williams vs Angelique Kerber Full Match ｜ Australian Open 2016 Final [autIdKmAQqU]_frame_7252.jpg
334,test,0,0,../video/frames/test/waiting/Serena Williams vs Angelique Kerber Full Match ｜ Australian Open 2016 Final [autIdKmAQqU]_frame_7253.jpg
335,test,0,0,../video/frames/test/waiting/Serena Williams vs Angelique Kerber Full Match ｜ Australian Open 2016 Final [autIdKmAQqU]_frame_7254.jpg
336,test,0,0,../video/frames/test/waiting/Serena Williams vs Angelique Kerber Full Match ｜ Australian Open 2016 Final [autIdKmAQqU]_frame_7255.jpg
337,test,0,0,../video/frames/test/waiting/Serena Williams vs Angelique Kerber Full Match ｜ Australian Open 2016 Final [autIdKmAQqU]_frame_7256.jpg
338,test,0,0,../video/frames/test/waiting/Serena Williams vs Angelique Kerber Full Match ｜ Australian Open 2016 Final [autIdKmAQqU]_frame_7257.jpg
339,test,0,0,../video/frames/test/waiting/Serena Williams vs Angelique Kerber Full Match ｜ Australian Open 2016 Final [autIdKmAQqU]_frame_7258.jpg
340,test,0,0,../video/frames/test/waiting/Serena Williams vs Angelique Kerber Full Match ｜ Australian Open 2016 Final [autIdKmAQqU]_frame_7259.jpg
341,test,0,0,../video/frames/test/waiting/Serena Williams vs Angelique Kerber Full Match ｜ Australian Open 2016 Final [autIdKmAQqU]_frame_7260.jpg
342,test,0,0,../video/frames/test/waiting/Serena Williams vs Angelique Kerber Full Match ｜ Australian Open 2016 Final [autIdKmAQqU]_frame_7261.jpg
343,test,0,0,../video/frames/test/waiting/Serena Williams vs Angelique Kerber Full Match ｜ Australian Open 2016 Final [autIdKmAQqU]_frame_7262.jpg
344,test,0,0,../video/frames/test/waiting/Serena Williams vs Angelique Kerber Full Match ｜ Australian Open 2016 Final [autIdKmAQqU]_frame_7263.jpg
345,test,0,0,../video/frames/test/waiting/Serena Williams vs Angelique Kerber Full Match ｜ Australian Open 2016 Final [autIdKmAQqU]_frame_7264.jpg
346,test,0,0,../video/frames/test/waiting/Serena Williams vs Angelique Kerber Full Match ｜ Australian Open 2016 Final [autIdKmAQqU]_frame_7265.jpg
347,test,0,0,../video/frames/test/waiting/Serena Williams vs Angelique Kerber Full Match ｜ Australian Open 2016 Final [autIdKmAQqU]_frame_7266.jpg
348,test,0,0,../video/frames/test/waiting/Serena Williams vs Angelique Kerber Full Match ｜ Australian Open 2016 Final [autIdKmAQqU]_frame_7267.jpg
